title,page_link,pdf_link,issue_date,fda_organization,topic,status,docket_number,comment,closing_comment
Cellular Therapy for Cardiac Disease:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cellular-therapy-cardiac-disease,https://www.fda.gov/media/76587/download,2010-10-01,['Center for Biologics Evaluation and Research'],"['Cellular & Gene Therapy','Gene Therapy']",Final,FDA-2009-D-0132,No,
Guidance for Industry: Food Additive Petition Expedited Review,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-food-additive-petition-expedited-review,,2010-09-30,['Human Foods Program'],['Food & Color Additives'],Final,FDA-2020-D-1918,No,
Addition of URLs to Electronic Product Labeling:  Guidance for Industry and FDA Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/addition-urls-electronic-product-labeling,https://www.fda.gov/media/79209/download,2010-09-29,['Center for Devices and Radiological Health'],"['Postmarket','Labeling']",Final,FDA-2020-D-0957,No,
Q4B Annex 10: Polyacrylamide Gel Electrophoresis General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-10-polyacrylamide-gel-electrophoresis-general-chapter,https://www.fda.gov/media/77011/download,2010-09-12,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['ICH-Quality'],Final,FDA-2009-D-0342,No,
Q4B Evaluation and Recommendation of Pharmacopoeial Texts for Use in the ICH Regions Annex 11: Capillary Electrophoresis General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-evaluation-and-recommendation-pharmacopoeial-texts-use-ich-regions-annex-11-capillary,https://www.fda.gov/media/78043/download,2010-09-03,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Final,FDA-2009-D-0579,No,
Q4B Evaluation and Recommendation of Pharmacopoeial Texts for Use in the ICH Regions Annex 12: Analytical Sieving General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-evaluation-and-recommendation-pharmacopoeial-texts-use-ich-regions-annex-12-analytical-sieving,https://www.fda.gov/media/78048/download,2010-09-02,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Final,FDA-2009-D-0579,No,
Impact-Resistant Lenses: Questions and Answers:  Guidance for Industry and FDA Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/impact-resistant-lenses-questions-and-answers,https://www.fda.gov/media/71020/download,2010-09-02,['Center for Devices and Radiological Health'],,Final,FDA-2007-D-0367,No,
"Organ-Specific Warnings:  Internal Analgesic, Antipyretic, and Antirheumatic Drug Products for Over-the-Counter Human Use — Small Entity Compliance Guide",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/organ-specific-warnings-internal-analgesic-antipyretic-and-antirheumatic-drug-products-over-counter,https://www.fda.gov/media/79064/download,2010-08-17,['Center for Drug Evaluation and Research'],['Over-the-Counter Drugs'],Final,,No,
Contact Lens Care Products Labeling:  Guidance for Industry and Food and Drug Administration Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/contact-lens-care-products-labeling,https://www.fda.gov/media/79409/download,2010-08-15,['Center for Devices and Radiological Health'],"['Premarket','510(k)','Ophthalmic']",Final,FDA-2020-D-0957,No,
"CVM GFI #169 Drug Substance Chemistry, Manufacturing, and Controls Information",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-169-drug-substance-chemistry-manufacturing-and-controls-information,https://www.fda.gov/media/69923/download,2010-08-06,['Center for Veterinary Medicine'],"['Chemistry, Manufacturing, and Controls (CMC)']",Final,FDA-2003-D-0243,No,
Label Comprehension Studies for Nonprescription Drug Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/label-comprehension-studies-nonprescription-drug-products,https://www.fda.gov/media/75626/download,2010-08-03,['Center for Drug Evaluation and Research'],['Over-the-Counter Drugs'],Final,FDA-2009-D-0181,No,
Radioactive Drug Research Committee: Human Research Without An Investigational New Drug Application,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/radioactive-drug-research-committee-human-research-without-investigational-new-drug-application,https://www.fda.gov/media/76286/download,2010-08-02,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['Clinical - Medical'],Final,FDA-2009-D-0125,No,
Guidance for Industry and FDA: Advisory Levels for Deoxynivalenol (DON) in Finished Wheat Products for Human Consumption and Grains and Grain By-Products used for Animal Feed,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-and-fda-advisory-levels-deoxynivalenol-don-finished-wheat-products-human,,2010-07-07,"['Center for Veterinary Medicine','Human Foods Program']","['Animal Feed','Grain/Grain Product']",Final,,No,
Guidance for Industry: Recommendations for Submission of Chemical and Technological Data for Food Additive Petitions and GRAS Notices for Enzyme Preparations,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-recommendations-submission-chemical-and-technological-data-food-additive-petitions,https://www.fda.gov/media/79379/download,2010-06-30,['Human Foods Program'],"['Food & Color Additives','GRAS']",Final,,No,
In Vitro Diagnostic (IVD) Device Studies - Frequently Asked Questions:  Guidance for Industry and FDA Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/in-vitro-diagnostic-ivd-device-studies-frequently-asked-questions,https://www.fda.gov/media/71075/download,2010-06-25,"['Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']","['Premarket','Good Clinical Practice (GCP)','Laboratory Tests','IVDs (In Vitro Diagnostic Devices)']",Final,FDA-2007-D-0076,No,
Systemic Lupus Erythematosus --Developing Medical Products for Treatment,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/systemic-lupus-erythematosus-developing-medical-products-treatment,https://www.fda.gov/media/71150/download,2010-06-22,"['Center for Biologics Evaluation and Research','Center for Devices and Radiological Health','Center for Drug Evaluation and Research']",['Clinical - Medical'],Final,FDA-2010-D-0249,No,
Individual Product Bioequivalence Recommendations for Specific Products,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/individual-product-bioequivalence-recommendations-specific-products,https://www.fda.gov/media/71401/download,2010-06-10,['Center for Drug Evaluation and Research'],['Generic Drugs'],Final,FDA-2007-D-0433,No,
"Use of “Light,” “Mild,” “Low,” or Similar Descriptors in the Label, Labeling, or Advertising of Tobacco Products:  Guidance for Industry and FDA Staff",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/use-light-mild-low-or-similar-descriptors-label-labeling-or-advertising-tobacco-products,https://www.fda.gov/media/78927/download,2010-06-10,['Center for Tobacco Products'],['Labeling'],Final,FDA-2010-D-0282,No,2010-06-10
"Frequently Asked Questions – Statement of Investigator (Form FDA 1572):  Guidance for Sponsors, Clinical Investigators, and IRBs",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/frequently-asked-questions-statement-investigator-form-fda-1572,https://www.fda.gov/media/78830/download,2010-06-04,"['Office of the Commissioner','Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']","['Administrative / Procedural','Good Clinical Practice (GCP)']",Final,FDA-2008-D-0406,No,
"FDA Inspections of Clinical Investigators:  Guidance For IRBs, Clinical Investigators, and Sponsors",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/fda-inspections-clinical-investigators,https://www.fda.gov/media/75185/download,2010-06-01,['Office of the Commissioner'],"['Administrative / Procedural','Good Clinical Practice (GCP)']",Final,,No,
Draft Guidance for Industry: Questions and Answers Regarding the Reportable Food Registry as Established by the Food and Drug Administration Amendments Act of 2007 (Edition 2),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/draft-guidance-industry-questions-and-answers-regarding-reportable-food-registry-established-food,https://www.fda.gov/media/79130/download,2010-05-25,"['Center for Veterinary Medicine','Human Foods Program']",['Reportable Food Registry'],Draft,FDA-2009-D-0260,No,2010-07-26
"Orientación preliminar de la industria: Preguntas y respuestas sobre el Registro de productos sanitarios en productos agroalimentarios, según establecido por la Ley de Enmiendas a la Alimentación y Medicamentos (FDA), 2007 (Edición 2)",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/orientacion-preliminar-de-la-industria-preguntas-y-respuestas-sobre-el-registro-de-productos,,2010-05-23,['Human Foods Program'],['Reportable Food Registry'],Draft,FDA-2009-D-0260,No,2010-07-26
Chinese Translation of Draft Guidance for Industry: Questions and Answers Regarding the Reportable Food Registry Edition 2 (关于美国食品药品管理局2007年修正法案规定的应通报食品注册的问答 2010年5月),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/chinese-translation-draft-guidance-industry-questions-and-answers-regarding-reportable-food-registry,https://www.fda.gov/media/172976/download,2010-05-23,['Human Foods Program'],['Reportable Food Registry'],Draft,FDA-2009-D-0260,No,2010-07-26
Guide pour l’industrie: Questions et réponses concernant le Registre de denrées alimentaires à signaler Reportable Food Registry (RFR) tel qu’établi par le Food and Drug Administration Amendments Act de 2007 (FDAAA) (2ème édition),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guide-pour-lindustrie-questions-et-reponses-concernant-le-registre-de-denrees-alimentaires-signaler,https://www.fda.gov/media/79279/download,2010-05-23,['Human Foods Program'],['Reportable Food Registry'],Draft,FDA-2009-D-0260,No,2010-07-26
Guidance for Industry: Use of Water by Food Manufacturers in Areas Subject to a Boil-Water Advisory,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-use-water-food-manufacturers-areas-subject-boil-water-advisory,,2010-05-13,['Human Foods Program'],['Emergencies'],Final,FDA-2010-D-0236,No,
Enforcement Policy Concerning Certain Regulations Restricting the Sale and Distribution of Cigarettes and Smokeless Tobacco:  Guidance for Industry and FDA Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/enforcement-policy-concerning-certain-regulations-restricting-sale-and-distribution-cigarettes-and,https://www.fda.gov/media/78660/download,2010-05-07,['Center for Tobacco Products'],"['Cigarettes','Smokeless','Snuff','Chewing']",Final,FDA-2010-D-0189,No,2011-05-07
Requalification Method for Reentry of Blood Donors Deferred Because of Reactive Test Results for Antibody to Hepatitis B Core Antigen (Anti-HBc):  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/requalification-method-reentry-blood-donors-deferred-because-reactive-test-results-antibody,https://www.fda.gov/media/78533/download,2010-05-01,['Center for Biologics Evaluation and Research'],['Blood Products'],Final,FDA-2008-D-0263,No,
Guidance for Industry: Sanitary Transportation of Food,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-sanitary-transportation-food,,2010-04-29,['Human Foods Program'],"['Sanitation','Transportation']",Final,FDA-2020-D-1920,No,
Non-Clinical Engineering Tests and Recommended Labeling for Intravascular Stents and Associated Delivery Systems - Guidance for Industry and FDA Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/non-clinical-engineering-tests-and-recommended-labeling-intravascular-stents-and-associated-delivery,https://www.fda.gov/media/71639/download,2010-04-17,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2020-D-0957,No,
"Small Entity Compliance Guide: Prevention of Salmonella Enteritidis in Shell Eggs During Production, Transportation, and Storage",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-prevention-salmonella-enteritidis-shell-eggs-during-production,,2010-04-13,['Human Foods Program'],"['Egg/Egg Product','Transportation','Salmonella']",Final,FDA-2010-D-0183,No,
Q4B Annex 9: Tablet Friability General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-9-tablet-friability-general-chapter,https://www.fda.gov/media/77008/download,2010-04-05,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['ICH-Quality'],Final,FDA-2009-D-0343,No,
Small Entity Compliance Guide: Bottled Water and Total Coliform and E. coli,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/small-entity-compliance-guide-bottled-water-and-total-coliform-and-e-coli,,2010-03-26,['Human Foods Program'],"['Bottled Water','E. coli']",Final,FDA-2010-D-0141,No,
French Translation of Guidance for Industry: Submitting a Report for Multiple Facilities to the Reportable Food Electronic Portal (Soumission d’un rapport concernant plusieurs usines auprès du portail électronique d’enregistrement des denrées alimentaires),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/french-translation-guidance-industry-submitting-report-multiple-facilities-reportable-food,,2010-03-25,"['Center for Veterinary Medicine','Human Foods Program']",['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
Guidance for Industry: Submitting a Report for Multiple Facilities to the Reportable Food Electronic Portal as Established by the Food and Drug Administration Amendments Act of 2007,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-submitting-report-multiple-facilities-reportable-food-electronic-portal,,2010-03-25,['Human Foods Program'],['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
Orientación preliminar para la industria: Presentación de Informe para múltiples instalaciones al Portal electrónico de incidentes,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/orientacion-preliminar-para-la-industria-presentacion-de-informe-para-multiples-instalaciones-al,,2010-03-25,"['Center for Veterinary Medicine','Human Foods Program']",['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
CVM GFI #192 Anesthetics for Companion Animals,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cvm-gfi-192-anesthetics-companion-animals,https://www.fda.gov/media/73814/download,2010-03-25,['Center for Veterinary Medicine'],['Target Animal – Safety'],Final,FDA-2008-D-0623,No,
CPG Sec 540.375 Canned Salmon - Adulteration Involving Decomposition (Withdrawn 3/22/2010),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/cpg-sec-540375-canned-salmon-adulteration-involving-decomposition-withdrawn-3222010,,2010-03-21,['Office of Inspections and Investigations'],['Investigation & Enforcement'],Final,,No,
S9 Nonclinical Evaluation for Anticancer Pharmaceuticals,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s9-nonclinical-evaluation-anticancer-pharmaceuticals,https://www.fda.gov/media/73161/download,2010-03-08,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Safety'],Final,FDA-2009-D-0006,No,
S9 Nonclinical Evaluation for Anticancer Pharmaceuticals--Questions and Answers,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s9-nonclinical-evaluation-anticancer-pharmaceuticals-questions-and-answers,https://www.fda.gov/media/100344/download,2010-03-08,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Safety'],Final,FDA-2009-D-0006,No,2016-11-16
Draft Guidance for Industry: Providing Regulatory Submissions in Electronic or Paper Format to the Office of Food Additive Safety,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/draft-guidance-industry-providing-regulatory-submissions-electronic-or-paper-format-office-food,https://www.fda.gov/media/78268/download,2010-03-01,['Human Foods Program'],['Food & Color Additives'],Draft,,No,
Chinese Translation of Guidance for Industry: Submitting a Report for Multiple Facilities to the Reportable Food Electronic Portal (行业指南：向美国食规定的应通报食品门户网提交多个机构的报告),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/chinese-translation-guidance-industry-submitting-report-multiple-facilities-reportable-food,,2010-02-28,"['Center for Veterinary Medicine','Human Foods Program']",['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
Standards for Securing the Drug Supply Chain - Standardized Numerical Identification for Prescription Drug Packages:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/standards-securing-drug-supply-chain-standardized-numerical-identification-prescription-drug,https://www.fda.gov/media/78317/download,2010-02-28,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research','Office of the Commissioner']",['Labeling'],Final,,No,
Submission of Documentation in Applications for Parametric Release of Human and Veterinary Drug Products Terminally Sterilized by Moist Heat Processes:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/submission-documentation-applications-parametric-release-human-and-veterinary-drug-products,https://www.fda.gov/media/71461/download,2010-02-26,"['Center for Veterinary Medicine','Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']","['Microbiology','Pharmaceutical Quality']",Final,FDA-2008-D-0391,No,
Guidance for the Use of Bayesian Statistics in Medical Device Clinical Trials (PDF Version),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-use-bayesian-statistics-medical-device-clinical-trials-pdf-version,https://www.fda.gov/media/71512/download,2010-02-05,['Center for Devices and Radiological Health'],['Premarket'],Final,FDA-2006-D-0410,No,
Guidance for the Use of Bayesian Statistics in Medical Device Clinical Trials,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-use-bayesian-statistics-medical-device-clinical-trials-pdf-version,https://www.fda.gov/media/71512/download,2010-02-04,['Center for Devices and Radiological Health'],['Biostatistics'],Final,,No,
Characterization and Qualification of Cell Substrates and Other Biological Materials Used in the Production of Viral Vaccines for Infectious Disease Indications:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/characterization-and-qualification-cell-substrates-and-other-biological-materials-used-production,https://www.fda.gov/media/78428/download,2010-02-01,['Center for Biologics Evaluation and Research'],['Vaccines'],Final,FDA-2006-D-0223,No,
The Use of Mechanical Calibration of Dissolution Apparatus 1 and 2 – Current Good Manufacturing Practice (CGMP):  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/use-mechanical-calibration-dissolution-apparatus-1-and-2-current-good-manufacturing-practice-cgmp,https://www.fda.gov/media/77799/download,2010-01-27,['Center for Drug Evaluation and Research'],['Current Good Manufacturing Practice (CGMP)'],Final,FDA-2007-D-0420,No,
M3(R2) Nonclinical Safety Studies for the Conduct of Human Clinical Trials and Marketing Authorization for Pharmaceuticals,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/m3r2-nonclinical-safety-studies-conduct-human-clinical-trials-and-marketing-authorization,https://www.fda.gov/media/71542/download,2010-01-21,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Multidisciplinary'],Final,FDA-2008-D-0470,No,
New Contrast Imaging Indication Considerations for Devices and Approved Drug and Biological Products:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/new-contrast-imaging-indication-considerations-devices-and-approved-drug-and-biological-products,https://www.fda.gov/media/77679/download,2010-01-06,"['Office of the Commissioner','Center for Drug Evaluation and Research','Center for Devices and Radiological Health']",['Combination Products'],Final,FDA-2008-D-0525,No,
Q4B Annex 5: Disintegration Test General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-5-disintegration-test-general-chapter,https://www.fda.gov/media/71306/download,2009-12-23,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Final,FDA-2008-D-0399,No,
General Questions and Answers on the Ban of Cigarettes that Contain Certain Characterizing Flavors (Edition 2):  Guidance to Industry and FDA Staff,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/general-questions-and-answers-ban-cigarettes-contain-certain-characterizing-flavors-edition-2,https://www.fda.gov/media/116681/download,2009-12-23,['Center for Tobacco Products'],"['Cigarettes','Flavored']",Final,FDA-2009-N-0449,No,
Q4B Annex 8: Sterility Test General Chapter,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q4b-annex-8-sterility-test-general-chapter,https://www.fda.gov/media/73134/download,2009-12-22,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['ICH-Quality'],Final,FDA-2009-D-0013,No,
S6(R1) Addendum: Preclinical Safety Evaluation of Biotechnology:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s6r1-addendum-preclinical-safety-evaluation-biotechnology,https://www.fda.gov/media/78034/download,2009-12-17,['Center for Drug Evaluation and Research'],['ICH-Safety'],Final,FDA-2009-D-0573,No,
S6 (R1) Addendum: Preclinical Safety Evaluation of Biotechnology - Derived Pharmaceuticals,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/s6-r1-addendum-preclinical-safety-evaluation-biotechnology-derived-pharmaceuticals,https://www.fda.gov/media/78034/download,2009-12-16,[],['ICH-Safety'],Final,,No,
PET Drug Products - Current Good Manufacturing Practice (CGMP),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/pet-drug-products-current-good-manufacturing-practice-cgmp,https://www.fda.gov/media/71013/download,2009-12-10,['Center for Drug Evaluation and Research'],"['Current Good Manufacturing Practice (CGMP)','Pharmaceutical Quality']",Final,FDA-1998-D-0025,No,
Patient-Reported Outcome Measures: Use in Medical Product Development to Support Labeling Claims:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/patient-reported-outcome-measures-use-medical-product-development-support-labeling-claims,https://www.fda.gov/media/77832/download,2009-12-09,"['Center for Drug Evaluation and Research','Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']","['Clinical - Medical','Good Clinical Practice (GCP)']",Final,FDA-2006-D-0362,No,
Residual Solvents in Drug Products Marketed in the United States:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/residual-solvents-drug-products-marketed-united-states,https://www.fda.gov/media/70928/download,2009-11-25,['Center for Drug Evaluation and Research'],"['Chemistry, Manufacturing, and Controls (CMC)','Pharmaceutical Quality']",Final,FDA-2008-D-0413,No,
Q8(R2) Pharmaceutical Development,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/q8r2-pharmaceutical-development,https://www.fda.gov/media/71535/download,2009-11-20,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['ICH-Quality'],Final,FDA-2005-D-0154,No,
Use of Nucleic Acid Tests to Reduce the Risk of Transmission of West Nile Virus from Donors of Whole Blood and Blood Components Intended for Transfusion:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/use-nucleic-acid-tests-reduce-risk-transmission-west-nile-virus-donors-whole-blood-and-blood,https://www.fda.gov/media/124300/download,2009-11-06,['Center for Biologics Evaluation and Research'],['Blood Products'],Final,FDA-2008-D-0263,No,
SPL Standard for Content of Labeling Technical Qs & As,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/spl-standard-content-labeling-technical-qs,https://www.fda.gov/media/71211/download,2009-10-28,"['Center for Biologics Evaluation and Research','Center for Drug Evaluation and Research']",['Electronic Submissions'],Draft,FDA-2009-D-0355,No,
"Investigator Responsibilities — Protecting the Rights, Safety, and Welfare of Study Subjects:  Guidance for Industry",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/investigator-responsibilities-protecting-rights-safety-and-welfare-study-subjects,https://www.fda.gov/media/77765/download,2009-10-23,"['Center for Drug Evaluation and Research','Center for Devices and Radiological Health','Center for Biologics Evaluation and Research']","['Administrative / Procedural','Good Clinical Practice (GCP)']",Final,,No,
Guidance for Industry: Letter Regarding Point of Purchase Food Labeling,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-letter-regarding-point-purchase-food-labeling,,2009-10-21,['Human Foods Program'],"['Labeling','Nutrition']",Final,FDA-2020-D-1921,No,
Labeling for Human Prescription Drug and Biological Products — Determining Established Pharmacologic Class for Use in the Highlights of Prescribing Information,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/labeling-human-prescription-drug-and-biological-products-determining-established-pharmacologic-class,https://www.fda.gov/media/77834/download,2009-10-19,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']",['Labeling'],Final,FDA-2007-D-0302,No,
Helicobacter pylori-Associated Duodenal Ulcer Disease in Adults:  Developing Drugs for Treatment,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/helicobacter-pylori-associated-duodenal-ulcer-disease-adults-developing-drugs-treatment,https://www.fda.gov/media/78115/download,2009-10-05,['Center for Drug Evaluation and Research'],['Clinical - Antimicrobial'],Draft,FDA-2009-D-0447,No,
"The Scope of the Prohibition Against Marketing a Tobacco Product in Combination with Another Article or Product Regulated under the Federal Food, Drug, and Cosmetic Act: Draft Guidance for Manufacturers, Retailers, Importers and FDA Staff",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/scope-prohibition-against-marketing-tobacco-product-combination-another-article-or-product-regulated,https://www.fda.gov/media/80592/download,2009-09-29,['Center for Tobacco Products'],,Draft,FDA-2009-D-0470,No,2009-09-30
End-of-Phase 2A Meetings,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/end-phase-2a-meetings,https://www.fda.gov/media/72211/download,2009-09-18,['Center for Drug Evaluation and Research'],['Administrative / Procedural'],Final,FDA-2008-D-0514,No,
Chinese Translation of the Guidance for Industry: Questions and Answers Regarding the Reportable Food Registry (关于美国食品药品管理局2007年修正法案规定的应通报食品注册的问答),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/chinese-translation-guidance-industry-questions-and-answers-regarding-reportable-food-registry,,2009-09-09,['Human Foods Program'],['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
French Translation of Guidance for Industry: Questions and Answers Regarding the Reportable Food Registry (Questions et Réponses relatives au Registre des aliments à signaler),https://www.fda.gov/regulatory-information/search-fda-guidance-documents/french-translation-guidance-industry-questions-and-answers-regarding-reportable-food-registry,,2009-09-09,['Human Foods Program'],['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
Guidance for Industry: Questions and Answers Regarding the Reportable Food Registry as Established by the Food and Drug Administration Amendments Act of 2007,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/draft-guidance-industry-questions-and-answers-regarding-reportable-food-registry-established-food,https://www.fda.gov/media/79130/download,2009-09-09,"['Center for Veterinary Medicine','Human Foods Program']",['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
Guidance for Industry: Questions and Answers Regarding the Reportable Food Registry as Established by the Food and Drug Adminstration Amendments Act of 2007 - Appendix,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-questions-and-answers-regarding-reportable-food-registry-established-food-and-drug-0,,2009-09-09,['Human Foods Program'],['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
"Preguntas y respuestas sobre el Registro de incidentes sanitarios en productos agroalimentarios, según lo establecido por la Ley de Enmiendas de la Administración de Medicamentos y Alimentos de 2007",https://www.fda.gov/regulatory-information/search-fda-guidance-documents/preguntas-y-respuestas-sobre-el-registro-de-incidentes-sanitarios-en-productos-agroalimentarios,,2009-09-09,['Human Foods Program'],['Reportable Food Registry'],Final,FDA-2009-D-0260,No,
Guidance for Industry: Questions and Answers Regarding the Labeling of Dietary Supplements as Required by the Dietary Supplement and Nonprescription Drug Consumer Protection Act,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-industry-questions-and-answers-regarding-labeling-dietary-supplements-required-dietary,,2009-09-01,['Human Foods Program'],,Final,FDA-2007-D-0209,No,
Labeling of Nonprescription Human Drug Products Marketed Without an Approved Application as Required by the Dietary Supplement and Nonprescription Drug Consumer Protection Act:  Questions and Answers,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/labeling-nonprescription-human-drug-products-marketed-without-approved-application-required-dietary,https://www.fda.gov/media/77411/download,2009-09-01,['Center for Drug Evaluation and Research'],['Over-the-Counter Drugs'],Final,FDA-2007-D-0429,No,
Considerations for Allogeneic Pancreatic Islet Cell Products:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/considerations-allogeneic-pancreatic-islet-cell-products,https://www.fda.gov/media/77497/download,2009-09-01,['Center for Biologics Evaluation and Research'],"['Cellular & Gene Therapy','Gene Therapy']",Final,FDA-2008-D-0293,No,
Pharmaceutical Components at Risk for Melamine Contamination:  Guidance for Industry,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/pharmaceutical-components-risk-melamine-contamination,https://www.fda.gov/media/77196/download,2009-08-06,"['Center for Veterinary Medicine','Center for Drug Evaluation and Research']","['Current Good Manufacturing Practice (CGMP)','Pharmaceutical Quality']",Final,FDA-2009-D-0354,No,
Drug-Induced Liver Injury: Premarketing Clinical Evaluation,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/drug-induced-liver-injury-premarketing-clinical-evaluation,https://www.fda.gov/media/116737/download,2009-07-29,"['Center for Drug Evaluation and Research','Center for Biologics Evaluation and Research']","['Safety - Issues, Errors, and Problems']",Final,FDA-2008-D-0128,No,
